36,Pimientos Morrón Enteros,Finca de Santiago,conservas,Lata 750 g,morron-entero-finca-de-santiago.jpg,false,true,false,false
72,Puré de Tomate,Finca de Santiago,conservas,Caja 16 unidades x 520 g c/u,pure-de-tomate-finca-de-santiago.jpg,true,false,false,false,,,,$9.080 la caja x 16 u.,,,,
38,Aceitunas Verdes Enteras,Arauco,conservas,Balde 5 kg,aceitunas-verdes-enteras.jpg,false,false,false,false
39,Aceitunas Negras Fileteadas,,conservas,Balde 5 kg,aceitunas-negras-fileteadas.jpg,false,false,false,false
40,Aceitunas Verdes Fileteadas,,conservas,Balde 5 kg,aceitunas-verdes-fileteadas.jpg,false,false,false,false
66,Aceitunas Negras Enteras,Arauco,conservas,Balde 5 kg,aceitunas-negras-enteras-arauco.jpg,false,false,false,false

# ── ADEREZOS ─────────────────────────────────────────────────────────────────
41,Ketchup,Dánica,aderezos,3 kg,ketchup-danica.jpg,false,false,true,false
42,Mayonesa,Dánica,aderezos,3 kg,mayonesa-danica.jpg,false,false,true,false
43,Salsa Golf,Dánica,aderezos,3 kg,salsa-golf-danica.jpg,false,false,false,false
44,Mostaza,Dánica,aderezos,3 kg,mostaza-danica.jpg,false,false,false,false
45,Mostaza Individual,Dánica,aderezos,Caja,mostaza-individual-danica.jpg,false,false,false,false
67,Ketchup Individual,Dánica,aderezos,Caja 192 unidades x 8 g c/u,ketchup-individual-danica.jpg,false,false,false,false
68,Mayonesa Individual,Dánica,aderezos,Caja 192 unidades x 8 g c/u,mayonesa-individual-danica.jpg,false,false,false,false
69,Mayodán,Dánica,aderezos,3 kg,mayodan-danica.jpg,false,false,false,false

# ── ESPECIAS ─────────────────────────────────────────────────────────────────
46,Tomillo,Especias Vélez,especias,1000 g,tomillo-velez.jpg,false,false,false,false
47,Soja Texturizada,Especias Dean Funes,especias,1000 g,soja-texturizada-dean-funes.jpg,false,true,false,false

# ── BEBIDAS ──────────────────────────────────────────────────────────────────
48,Jugo de Naranja,Citric,bebidas,Bidón 5 L,jugo-naranja-citric.jpg,false,false,false,false
49,Jugo de Limón,My Jugo,bebidas,Bidón 5 L,jugo-limon-my-jugo.jpg,false,false,false,false
50,Vinagre de Manzana,San Bernandino,bebidas,Bidón 5 L,vinagre-manzana-san-bernandino.jpg,false,false,false,false
51,Vinagre de Vino,San Bernandino,bebidas,Bidón 5 L,vinagre-vino-san-bernandino.jpg,false,false,false,false

# ── OTROS ────────────────────────────────────────────────────────────────────
53,Sal Saborizada,Don Burro,otros,300 g,sal-saborizada-don-burro.jpg,true,false,false,false,,,,$1.799,,,Disponible en dos sabores: Hierbas y Picante.,Hierbas|Picante
54,Sal Fina,Celusal,otros,500 g,sal-fina-celusal.jpg,false,false,false,false
55,Azúcar Clásica,Ledesma,otros,Pack 10u x 1 kg,azucar-clasica-ledesma.jpg,false,true,false,false
56,Pan Rallado,,otros,Bolsa 5 kg,pan-rallado.jpg,false,false,true,false
57,Pionono,,otros,Unidad,pionono.jpg,false,false,false,false
58,Aceite,,otros,Bidón 10 L retornable,aceite-10l.jpg,true,false,true,false,,,,$26.400 c/u,,,,
70,Aceite de Oliva,Ebenezer,otros,2 L,aceite-oliva-ebenezer.jpg,false,false,false,false
71,Pulpa de Frutilla,Emalubi,otros,1 kg,pulpa-de-frutilla-emalubi.jpg,false,false,false,false
73,Queso Saborizado,Serranos,quesos,160 g,queso-serrano-chimichurri.jpg,true,false,false,false,queso-serrano-oregano.jpg,queso-serrano-ajo.jpg,queso-serrano-aji.jpg,$3.999 c/u,queso-serrano-natural.jpg,,,
74,Salame Milán Picado Grueso,La Tirolesa,fiambres,Aprox. 2 kg,salame-milan-picado-grueso-la-tirolesa.jpg,false,false,false,false
75,Salamín,Natural Pig,fiambres,1 gancho x 30 unidades,salamin-natural-pig.jpg,true,false,false,false,,,,$3.800 c/u,,,,
